"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","POP","TOT","MLN_PER","A","1973",4.641444,
"SVK","POP","TOT","MLN_PER","A","1974",4.689623,
"SVK","POP","TOT","MLN_PER","A","1975",4.739105,
"SVK","POP","TOT","MLN_PER","A","1976",4.789506,
"SVK","POP","TOT","MLN_PER","A","1977",4.8405,
"SVK","POP","TOT","MLN_PER","A","1978",4.890124,
"SVK","POP","TOT","MLN_PER","A","1979",4.938972,
"SVK","POP","TOT","MLN_PER","A","1980",4.979815,
"SVK","POP","TOT","MLN_PER","A","1981",5.016105,
"SVK","POP","TOT","MLN_PER","A","1982",5.055098,
"SVK","POP","TOT","MLN_PER","A","1983",5.091971,
"SVK","POP","TOT","MLN_PER","A","1984",5.127097,
"SVK","POP","TOT","MLN_PER","A","1985",5.161767,
"SVK","POP","TOT","MLN_PER","A","1986",5.193837,
"SVK","POP","TOT","MLN_PER","A","1987",5.22284,
"SVK","POP","TOT","MLN_PER","A","1988",5.250596,
"SVK","POP","TOT","MLN_PER","A","1989",5.275941,
"SVK","POP","TOT","MLN_PER","A","1990",5.299187,
"SVK","POP","TOT","MLN_PER","A","1991",5.303294,
"SVK","POP","TOT","MLN_PER","A","1992",5.305016,
"SVK","POP","TOT","MLN_PER","A","1993",5.325305,
"SVK","POP","TOT","MLN_PER","A","1994",5.346331,
"SVK","POP","TOT","MLN_PER","A","1995",5.361998,
"SVK","POP","TOT","MLN_PER","A","1996",5.373361,
"SVK","POP","TOT","MLN_PER","A","1997",5.383291,
"SVK","POP","TOT","MLN_PER","A","1998",5.390516,
"SVK","POP","TOT","MLN_PER","A","1999",5.396019,
"SVK","POP","TOT","MLN_PER","A","2000",5.38872,
"SVK","POP","TOT","MLN_PER","A","2001",5.378867,
"SVK","POP","TOT","MLN_PER","A","2002",5.376912,
"SVK","POP","TOT","MLN_PER","A","2003",5.373374,
"SVK","POP","TOT","MLN_PER","A","2004",5.37228,
"SVK","POP","TOT","MLN_PER","A","2005",5.372806,
"SVK","POP","TOT","MLN_PER","A","2006",5.373054,
"SVK","POP","TOT","MLN_PER","A","2007",5.374622,
"SVK","POP","TOT","MLN_PER","A","2008",5.379232,
"SVK","POP","TOT","MLN_PER","A","2009",5.386405,
"SVK","POP","TOT","MLN_PER","A","2010",5.391428,
"SVK","POP","TOT","MLN_PER","A","2011",5.398384,
"SVK","POP","TOT","MLN_PER","A","2012",5.407579,
"SVK","POP","TOT","MLN_PER","A","2013",5.415949,
"ESP","POP","TOT","MLN_PER","A","1955",29.056,
"ESP","POP","TOT","MLN_PER","A","1956",29.296,
"ESP","POP","TOT","MLN_PER","A","1957",29.536,
"ESP","POP","TOT","MLN_PER","A","1958",29.776,
"ESP","POP","TOT","MLN_PER","A","1959",30.016,
"ESP","POP","TOT","MLN_PER","A","1960",30.256,
"ESP","POP","TOT","MLN_PER","A","1961",30.76737,
"ESP","POP","TOT","MLN_PER","A","1962",31.02337,
"ESP","POP","TOT","MLN_PER","A","1963",31.29665,
"ESP","POP","TOT","MLN_PER","A","1964",31.6092,
"ESP","POP","TOT","MLN_PER","A","1965",31.95429,
"ESP","POP","TOT","MLN_PER","A","1966",32.323,
"ESP","POP","TOT","MLN_PER","A","1967",32.72228,
"ESP","POP","TOT","MLN_PER","A","1968",33.11314,
"ESP","POP","TOT","MLN_PER","A","1969",33.44105,
"ESP","POP","TOT","MLN_PER","A","1970",33.75282,"B"
"ESP","POP","TOT","MLN_PER","A","1971",34.21627,
"ESP","POP","TOT","MLN_PER","A","1972",34.57171,
"ESP","POP","TOT","MLN_PER","A","1973",34.9215,
"ESP","POP","TOT","MLN_PER","A","1974",35.28756,
"ESP","POP","TOT","MLN_PER","A","1975",35.68771,
"ESP","POP","TOT","MLN_PER","A","1976",36.11804,
"ESP","POP","TOT","MLN_PER","A","1977",36.56384,
"ESP","POP","TOT","MLN_PER","A","1978",36.97147,
"ESP","POP","TOT","MLN_PER","A","1979",37.28901,
"ESP","POP","TOT","MLN_PER","A","1980",37.52691,
"ESP","POP","TOT","MLN_PER","A","1981",37.76446,
"ESP","POP","TOT","MLN_PER","A","1982",37.98711,
"ESP","POP","TOT","MLN_PER","A","1983",38.16026,
"ESP","POP","TOT","MLN_PER","A","1984",38.32524,
"ESP","POP","TOT","MLN_PER","A","1985",38.46702,
"ESP","POP","TOT","MLN_PER","A","1986",38.57194,
"ESP","POP","TOT","MLN_PER","A","1987",38.68232,
"ESP","POP","TOT","MLN_PER","A","1988",38.76431,
"ESP","POP","TOT","MLN_PER","A","1989",38.82138,
"ESP","POP","TOT","MLN_PER","A","1990",38.86083,
"ESP","POP","TOT","MLN_PER","A","1991",38.94162,
"ESP","POP","TOT","MLN_PER","A","1992",39.14794,
"ESP","POP","TOT","MLN_PER","A","1993",39.35608,
"ESP","POP","TOT","MLN_PER","A","1994",39.54735,
"ESP","POP","TOT","MLN_PER","A","1995",39.71889,
"ESP","POP","TOT","MLN_PER","A","1996",39.88425,
"ESP","POP","TOT","MLN_PER","A","1997",40.04997,
"ESP","POP","TOT","MLN_PER","A","1998",40.21407,
"ESP","POP","TOT","MLN_PER","A","1999",40.36967,
"ESP","POP","TOT","MLN_PER","A","2000",40.55439,
"ESP","POP","TOT","MLN_PER","A","2001",40.76605,
"ESP","POP","TOT","MLN_PER","A","2002",41.42352,
"ESP","POP","TOT","MLN_PER","A","2003",42.19623,
"ESP","POP","TOT","MLN_PER","A","2004",42.85917,
"ESP","POP","TOT","MLN_PER","A","2005",43.66261,
"ESP","POP","TOT","MLN_PER","A","2006",44.36052,
"ESP","POP","TOT","MLN_PER","A","2007",45.236,
"ESP","POP","TOT","MLN_PER","A","2008",45.98317,
"ESP","POP","TOT","MLN_PER","A","2009",46.36755,
"ESP","POP","TOT","MLN_PER","A","2010",46.56248,
"ESP","POP","TOT","MLN_PER","A","2011",46.73626,
"ESP","POP","TOT","MLN_PER","A","2012",46.7664,
"ESP","POP","TOT","MLN_PER","A","2013",46.59323,
"ESP","POP","TOT","MLN_PER","A","2014",46.46405,
"SWE","POP","TOT","MLN_PER","A","1950",7.016496,
"SWE","POP","TOT","MLN_PER","A","1951",7.072824,
"SWE","POP","TOT","MLN_PER","A","1952",7.124675,
"SWE","POP","TOT","MLN_PER","A","1953",7.171458,
"SWE","POP","TOT","MLN_PER","A","1954",7.213487,
"SWE","POP","TOT","MLN_PER","A","1955",7.262384,
"SWE","POP","TOT","MLN_PER","A","1956",7.315622,
"SWE","POP","TOT","MLN_PER","A","1957",7.366998,
"SWE","POP","TOT","MLN_PER","A","1958",7.414468,
"SWE","POP","TOT","MLN_PER","A","1959",7.453705,
"SWE","POP","TOT","MLN_PER","A","1960",7.484656,
"SWE","POP","TOT","MLN_PER","A","1961",7.519997,
"SWE","POP","TOT","MLN_PER","A","1962",7.561588,
"SWE","POP","TOT","MLN_PER","A","1963",7.604327,
"SWE","POP","TOT","MLN_PER","A","1964",7.661353,
"SWE","POP","TOT","MLN_PER","A","1965",7.733853,
"SWE","POP","TOT","MLN_PER","A","1966",7.807797,
"SWE","POP","TOT","MLN_PER","A","1967",7.867931,
"SWE","POP","TOT","MLN_PER","A","1968",7.912273,
"SWE","POP","TOT","MLN_PER","A","1969",7.968071,
"SWE","POP","TOT","MLN_PER","A","1970",8.0428,
"SWE","POP","TOT","MLN_PER","A","1971",8.098334,
"SWE","POP","TOT","MLN_PER","A","1972",8.122299,
"SWE","POP","TOT","MLN_PER","A","1973",8.136312,
"SWE","POP","TOT","MLN_PER","A","1974",8.159955,
"SWE","POP","TOT","MLN_PER","A","1975",8.192437,
"SWE","POP","TOT","MLN_PER","A","1976",8.222285,
"SWE","POP","TOT","MLN_PER","A","1977",8.25154,
"SWE","POP","TOT","MLN_PER","A","1978",8.275598,
"SWE","POP","TOT","MLN_PER","A","1979",8.293677,
"SWE","POP","TOT","MLN_PER","A","1980",8.31053,
"SWE","POP","TOT","MLN_PER","A","1981",8.320502,
"SWE","POP","TOT","MLN_PER","A","1982",8.325263,
"SWE","POP","TOT","MLN_PER","A","1983",8.329032,
"SWE","POP","TOT","MLN_PER","A","1984",8.336605,
"SWE","POP","TOT","MLN_PER","A","1985",8.350386,
"SWE","POP","TOT","MLN_PER","A","1986",8.369829,
"SWE","POP","TOT","MLN_PER","A","1987",8.397804,
"SWE","POP","TOT","MLN_PER","A","1988",8.436488,
"SWE","POP","TOT","MLN_PER","A","1989",8.492963,
"SWE","POP","TOT","MLN_PER","A","1990",8.558834,
"SWE","POP","TOT","MLN_PER","A","1991",8.617375,
"SWE","POP","TOT","MLN_PER","A","1992",8.668066,
"SWE","POP","TOT","MLN_PER","A","1993",8.718561,
"SWE","POP","TOT","MLN_PER","A","1994",8.780745,
"SWE","POP","TOT","MLN_PER","A","1995",8.826938,
"SWE","POP","TOT","MLN_PER","A","1996",8.840997,
"SWE","POP","TOT","MLN_PER","A","1997",8.846062,
"SWE","POP","TOT","MLN_PER","A","1998",8.850973,
"SWE","POP","TOT","MLN_PER","A","1999",8.857874,
"SWE","POP","TOT","MLN_PER","A","2000",8.872109,
"SWE","POP","TOT","MLN_PER","A","2001",8.89596,
"SWE","POP","TOT","MLN_PER","A","2002",8.924958,
"SWE","POP","TOT","MLN_PER","A","2003",8.958229,
"SWE","POP","TOT","MLN_PER","A","2004",8.993531,
"SWE","POP","TOT","MLN_PER","A","2005",9.029572,
"SWE","POP","TOT","MLN_PER","A","2006",9.080504,
"SWE","POP","TOT","MLN_PER","A","2007",9.148092,
"SWE","POP","TOT","MLN_PER","A","2008",9.219637,
"SWE","POP","TOT","MLN_PER","A","2009",9.298514,
"SWE","POP","TOT","MLN_PER","A","2010",9.378126,
"SWE","POP","TOT","MLN_PER","A","2011",9.449212,
"SWE","POP","TOT","MLN_PER","A","2012",9.519374,
"SWE","POP","TOT","MLN_PER","A","2013",9.609,"B"
"CHE","POP","TOT","MLN_PER","A","1955",5.002,
"CHE","POP","TOT","MLN_PER","A","1956",5.06555,
"CHE","POP","TOT","MLN_PER","A","1957",5.1301,
"CHE","POP","TOT","MLN_PER","A","1958",5.1964,
"CHE","POP","TOT","MLN_PER","A","1959",5.26275,
"CHE","POP","TOT","MLN_PER","A","1960",5.327827,
"CHE","POP","TOT","MLN_PER","A","1961",5.434294,
"CHE","POP","TOT","MLN_PER","A","1962",5.573815,
"CHE","POP","TOT","MLN_PER","A","1963",5.694247,
"CHE","POP","TOT","MLN_PER","A","1964",5.789228,
"CHE","POP","TOT","MLN_PER","A","1965",5.856472,
"CHE","POP","TOT","MLN_PER","A","1966",5.918002,
"CHE","POP","TOT","MLN_PER","A","1967",5.991785,
"CHE","POP","TOT","MLN_PER","A","1968",6.067713,
"CHE","POP","TOT","MLN_PER","A","1969",6.136387,
"CHE","POP","TOT","MLN_PER","A","1970",6.180882,
"CHE","POP","TOT","MLN_PER","A","1971",6.213405,
"CHE","POP","TOT","MLN_PER","A","1972",6.260956,
"CHE","POP","TOT","MLN_PER","A","1973",6.307348,
"CHE","POP","TOT","MLN_PER","A","1974",6.341406,
"CHE","POP","TOT","MLN_PER","A","1975",6.338632,
"CHE","POP","TOT","MLN_PER","A","1976",6.302505,
"CHE","POP","TOT","MLN_PER","A","1977",6.281175,
"CHE","POP","TOT","MLN_PER","A","1978",6.281737,
"CHE","POP","TOT","MLN_PER","A","1979",6.294364,
"CHE","POP","TOT","MLN_PER","A","1980",6.319409,
"CHE","POP","TOT","MLN_PER","A","1981",6.354073,
"CHE","POP","TOT","MLN_PER","A","1982",6.391309,
"CHE","POP","TOT","MLN_PER","A","1983",6.418774,
"CHE","POP","TOT","MLN_PER","A","1984",6.441865,
"CHE","POP","TOT","MLN_PER","A","1985",6.470366,
"CHE","POP","TOT","MLN_PER","A","1986",6.504125,
"CHE","POP","TOT","MLN_PER","A","1987",6.545107,
"CHE","POP","TOT","MLN_PER","A","1988",6.593387,
"CHE","POP","TOT","MLN_PER","A","1989",6.646912,
"CHE","POP","TOT","MLN_PER","A","1990",6.712273,
"CHE","POP","TOT","MLN_PER","A","1991",6.799979,
"CHE","POP","TOT","MLN_PER","A","1992",6.875364,
"CHE","POP","TOT","MLN_PER","A","1993",6.938265,
"CHE","POP","TOT","MLN_PER","A","1994",6.993795,
"CHE","POP","TOT","MLN_PER","A","1995",7.040687,
"CHE","POP","TOT","MLN_PER","A","1996",7.071851,
"CHE","POP","TOT","MLN_PER","A","1997",7.088906,
"CHE","POP","TOT","MLN_PER","A","1998",7.110002,
"CHE","POP","TOT","MLN_PER","A","1999",7.143991,
"CHE","POP","TOT","MLN_PER","A","2000",7.18425,
"CHE","POP","TOT","MLN_PER","A","2001",7.226647,
"CHE","POP","TOT","MLN_PER","A","2002",7.284754,
"CHE","POP","TOT","MLN_PER","A","2003",7.339,
"CHE","POP","TOT","MLN_PER","A","2004",7.389625,
"CHE","POP","TOT","MLN_PER","A","2005",7.437115,
"CHE","POP","TOT","MLN_PER","A","2006",7.483934,
"CHE","POP","TOT","MLN_PER","A","2007",7.551117,
"CHE","POP","TOT","MLN_PER","A","2008",7.647675,
"CHE","POP","TOT","MLN_PER","A","2009",7.743831,
"CHE","POP","TOT","MLN_PER","A","2010",7.82797,
"CHE","POP","TOT","MLN_PER","A","2011",7.912398,
"CHE","POP","TOT","MLN_PER","A","2012",7.996861,
"CHE","POP","TOT","MLN_PER","A","2013",8.14,
"TUR","POP","TOT","MLN_PER","A","1955",23.857,
"TUR","POP","TOT","MLN_PER","A","1956",24.54,
"TUR","POP","TOT","MLN_PER","A","1957",25.25,
"TUR","POP","TOT","MLN_PER","A","1958",25.981,
"TUR","POP","TOT","MLN_PER","A","1959",26.733,
"TUR","POP","TOT","MLN_PER","A","1960",27.506,
"TUR","POP","TOT","MLN_PER","A","1961",28.227,
"TUR","POP","TOT","MLN_PER","A","1962",28.931,
"TUR","POP","TOT","MLN_PER","A","1963",29.652,
"TUR","POP","TOT","MLN_PER","A","1964",30.391,
"TUR","POP","TOT","MLN_PER","A","1965",31.149,
"TUR","POP","TOT","MLN_PER","A","1966",31.936,
"TUR","POP","TOT","MLN_PER","A","1967",32.75,
"TUR","POP","TOT","MLN_PER","A","1968",33.586,
"TUR","POP","TOT","MLN_PER","A","1969",34.443,
"TUR","POP","TOT","MLN_PER","A","1970",35.321,
"TUR","POP","TOT","MLN_PER","A","1971",36.215,
"TUR","POP","TOT","MLN_PER","A","1972",37.133,
"TUR","POP","TOT","MLN_PER","A","1973",38.073,
"TUR","POP","TOT","MLN_PER","A","1974",39.037,
"TUR","POP","TOT","MLN_PER","A","1975",40.026,
"TUR","POP","TOT","MLN_PER","A","1976",40.916,
"TUR","POP","TOT","MLN_PER","A","1977",41.769,
"TUR","POP","TOT","MLN_PER","A","1978",42.641,
"TUR","POP","TOT","MLN_PER","A","1979",43.531,
"TUR","POP","TOT","MLN_PER","A","1980",44.439,
"TUR","POP","TOT","MLN_PER","A","1981",45.54,
"TUR","POP","TOT","MLN_PER","A","1982",46.688,
"TUR","POP","TOT","MLN_PER","A","1983",47.864,
"TUR","POP","TOT","MLN_PER","A","1984",49.07,
"TUR","POP","TOT","MLN_PER","A","1985",50.307,
"TUR","POP","TOT","MLN_PER","A","1986",51.48,
"TUR","POP","TOT","MLN_PER","A","1987",52.37,
"TUR","POP","TOT","MLN_PER","A","1988",53.268,
"TUR","POP","TOT","MLN_PER","A","1989",54.192,
"TUR","POP","TOT","MLN_PER","A","1990",55.12,
"TUR","POP","TOT","MLN_PER","A","1991",56.055,
"TUR","POP","TOT","MLN_PER","A","1992",56.986,
"TUR","POP","TOT","MLN_PER","A","1993",57.913,
"TUR","POP","TOT","MLN_PER","A","1994",58.837,
"TUR","POP","TOT","MLN_PER","A","1995",59.756,
"TUR","POP","TOT","MLN_PER","A","1996",60.671,
"TUR","POP","TOT","MLN_PER","A","1997",61.582,
"TUR","POP","TOT","MLN_PER","A","1998",62.464,
"TUR","POP","TOT","MLN_PER","A","1999",63.364,
"TUR","POP","TOT","MLN_PER","A","2000",64.26875,
"TUR","POP","TOT","MLN_PER","A","2001",65.16633,
"TUR","POP","TOT","MLN_PER","A","2002",66.00251,
"TUR","POP","TOT","MLN_PER","A","2003",66.79455,
"TUR","POP","TOT","MLN_PER","A","2004",67.59873,
"TUR","POP","TOT","MLN_PER","A","2005",68.43538,
"TUR","POP","TOT","MLN_PER","A","2006",69.29525,
"TUR","POP","TOT","MLN_PER","A","2007",70.15811,
"TUR","POP","TOT","MLN_PER","A","2008",71.05168,
"TUR","POP","TOT","MLN_PER","A","2009",72.0392,
"TUR","POP","TOT","MLN_PER","A","2010",73.14215,
"TUR","POP","TOT","MLN_PER","A","2011",74.22363,
"TUR","POP","TOT","MLN_PER","A","2012",75.17583,
"TUR","POP","TOT","MLN_PER","A","2013",76.05462,
"TUR","POP","TOT","MLN_PER","A","2014",76.90287,
"GBR","POP","TOT","MLN_PER","A","1950",50.373,
"GBR","POP","TOT","MLN_PER","A","1951",50.282,
"GBR","POP","TOT","MLN_PER","A","1952",50.444,
"GBR","POP","TOT","MLN_PER","A","1953",50.593,
"GBR","POP","TOT","MLN_PER","A","1954",50.765,
"GBR","POP","TOT","MLN_PER","A","1955",50.946,
"GBR","POP","TOT","MLN_PER","A","1956",51.184,
"GBR","POP","TOT","MLN_PER","A","1957",51.43,
"GBR","POP","TOT","MLN_PER","A","1958",51.653,
"GBR","POP","TOT","MLN_PER","A","1959",51.956,
"GBR","POP","TOT","MLN_PER","A","1960",52.373,
"GBR","POP","TOT","MLN_PER","A","1961",52.807,
"GBR","POP","TOT","MLN_PER","A","1962",53.292,
"GBR","POP","TOT","MLN_PER","A","1963",53.625,
"GBR","POP","TOT","MLN_PER","A","1964",53.991,
"GBR","POP","TOT","MLN_PER","A","1965",54.35,
"GBR","POP","TOT","MLN_PER","A","1966",54.643,
"GBR","POP","TOT","MLN_PER","A","1967",54.959,
"GBR","POP","TOT","MLN_PER","A","1968",55.214,
"GBR","POP","TOT","MLN_PER","A","1969",55.461,
"GBR","POP","TOT","MLN_PER","A","1970",55.632,
"GBR","POP","TOT","MLN_PER","A","1971",55.928,
"GBR","POP","TOT","MLN_PER","A","1972",56.097,
"GBR","POP","TOT","MLN_PER","A","1973",56.223,
"GBR","POP","TOT","MLN_PER","A","1974",56.236,
"GBR","POP","TOT","MLN_PER","A","1975",56.226,
"GBR","POP","TOT","MLN_PER","A","1976",56.216,
"GBR","POP","TOT","MLN_PER","A","1977",56.19,
"GBR","POP","TOT","MLN_PER","A","1978",56.178,
"GBR","POP","TOT","MLN_PER","A","1979",56.24,
"GBR","POP","TOT","MLN_PER","A","1980",56.33,
"GBR","POP","TOT","MLN_PER","A","1981",56.357,
"GBR","POP","TOT","MLN_PER","A","1982",56.291,
"GBR","POP","TOT","MLN_PER","A","1983",56.316,
"GBR","POP","TOT","MLN_PER","A","1984",56.409,
"GBR","POP","TOT","MLN_PER","A","1985",56.554,
"GBR","POP","TOT","MLN_PER","A","1986",56.684,
"GBR","POP","TOT","MLN_PER","A","1987",56.804,
"GBR","POP","TOT","MLN_PER","A","1988",56.916,
"GBR","POP","TOT","MLN_PER","A","1989",57.076,
"GBR","POP","TOT","MLN_PER","A","1990",57.237,
"GBR","POP","TOT","MLN_PER","A","1991",57.439,
"GBR","POP","TOT","MLN_PER","A","1992",57.585,
"GBR","POP","TOT","MLN_PER","A","1993",57.714,
"GBR","POP","TOT","MLN_PER","A","1994",57.862,
"GBR","POP","TOT","MLN_PER","A","1995",58.025,
"GBR","POP","TOT","MLN_PER","A","1996",58.164,
"GBR","POP","TOT","MLN_PER","A","1997",58.314,
"GBR","POP","TOT","MLN_PER","A","1998",58.475,
"GBR","POP","TOT","MLN_PER","A","1999",58.684,
"GBR","POP","TOT","MLN_PER","A","2000",58.886,
"GBR","POP","TOT","MLN_PER","A","2001",59.113,"B"
"GBR","POP","TOT","MLN_PER","A","2002",58.56963,
"GBR","POP","TOT","MLN_PER","A","2003",58.83895,
"GBR","POP","TOT","MLN_PER","A","2004",59.14912,
"GBR","POP","TOT","MLN_PER","A","2005",59.59104,
"GBR","POP","TOT","MLN_PER","A","2006",60.00257,
"GBR","POP","TOT","MLN_PER","A","2007",60.48182,
"GBR","POP","TOT","MLN_PER","A","2008",60.98238,
"GBR","POP","TOT","MLN_PER","A","2009",61.42372,
"GBR","POP","TOT","MLN_PER","A","2010",61.91464,
"GBR","POP","TOT","MLN_PER","A","2011",62.4352,
"GBR","POP","TOT","MLN_PER","A","2012",62.8588,
"GBR","POP","TOT","MLN_PER","A","2013",63.23794,
"GBR","POP","TOT","MLN_PER","A","2014",63.65001,"B"
"USA","POP","TOT","MLN_PER","A","1950",152.2714,
"USA","POP","TOT","MLN_PER","A","1951",154.8779,
"USA","POP","TOT","MLN_PER","A","1952",157.5527,
"USA","POP","TOT","MLN_PER","A","1953",160.1842,
"USA","POP","TOT","MLN_PER","A","1954",163.0259,
"USA","POP","TOT","MLN_PER","A","1955",165.9312,
"USA","POP","TOT","MLN_PER","A","1956",168.903,
"USA","POP","TOT","MLN_PER","A","1957",171.9841,
"USA","POP","TOT","MLN_PER","A","1958",174.8819,
"USA","POP","TOT","MLN_PER","A","1959",177.8296,
"USA","POP","TOT","MLN_PER","A","1960",180.6712,
"USA","POP","TOT","MLN_PER","A","1961",183.6915,
"USA","POP","TOT","MLN_PER","A","1962",186.5377,
"USA","POP","TOT","MLN_PER","A","1963",189.2418,
"USA","POP","TOT","MLN_PER","A","1964",191.8888,
"USA","POP","TOT","MLN_PER","A","1965",194.303,
"USA","POP","TOT","MLN_PER","A","1966",196.5603,
"USA","POP","TOT","MLN_PER","A","1967",198.7121,
"USA","POP","TOT","MLN_PER","A","1968",200.706,
"USA","POP","TOT","MLN_PER","A","1969",202.677,
"USA","POP","TOT","MLN_PER","A","1970",205.0522,
"USA","POP","TOT","MLN_PER","A","1971",207.6607,
"USA","POP","TOT","MLN_PER","A","1972",209.896,
"USA","POP","TOT","MLN_PER","A","1973",211.9088,
"USA","POP","TOT","MLN_PER","A","1974",213.8539,
"USA","POP","TOT","MLN_PER","A","1975",215.9732,
"USA","POP","TOT","MLN_PER","A","1976",218.0352,
"USA","POP","TOT","MLN_PER","A","1977",220.2394,
"USA","POP","TOT","MLN_PER","A","1978",222.5845,
"USA","POP","TOT","MLN_PER","A","1979",225.0555,
"USA","POP","TOT","MLN_PER","A","1980",227.2247,
"USA","POP","TOT","MLN_PER","A","1981",229.4657,
"USA","POP","TOT","MLN_PER","A","1982",231.6645,
"USA","POP","TOT","MLN_PER","A","1983",233.792,
"USA","POP","TOT","MLN_PER","A","1984",235.8249,
"USA","POP","TOT","MLN_PER","A","1985",237.9238,
"USA","POP","TOT","MLN_PER","A","1986",240.1329,
"USA","POP","TOT","MLN_PER","A","1987",242.2889,
"USA","POP","TOT","MLN_PER","A","1988",244.499,
"USA","POP","TOT","MLN_PER","A","1989",246.8192,
"USA","POP","TOT","MLN_PER","A","1990",249.6228,
"USA","POP","TOT","MLN_PER","A","1991",252.9809,
"USA","POP","TOT","MLN_PER","A","1992",256.5142,
"USA","POP","TOT","MLN_PER","A","1993",259.9186,
"USA","POP","TOT","MLN_PER","A","1994",263.1258,
"USA","POP","TOT","MLN_PER","A","1995",266.2784,
"USA","POP","TOT","MLN_PER","A","1996",269.3943,
"USA","POP","TOT","MLN_PER","A","1997",272.6469,
"USA","POP","TOT","MLN_PER","A","1998",275.8541,
"USA","POP","TOT","MLN_PER","A","1999",279.0402,
"USA","POP","TOT","MLN_PER","A","2000",282.1624,
"USA","POP","TOT","MLN_PER","A","2001",284.969,
"USA","POP","TOT","MLN_PER","A","2002",287.6252,
"USA","POP","TOT","MLN_PER","A","2003",290.1079,
"USA","POP","TOT","MLN_PER","A","2004",292.8053,
"USA","POP","TOT","MLN_PER","A","2005",295.5166,
"USA","POP","TOT","MLN_PER","A","2006",298.3799,
"USA","POP","TOT","MLN_PER","A","2007",301.2312,
"USA","POP","TOT","MLN_PER","A","2008",304.094,
"USA","POP","TOT","MLN_PER","A","2009",306.7715,
"USA","POP","TOT","MLN_PER","A","2010",309.3471,
"USA","POP","TOT","MLN_PER","A","2011",311.7216,
"USA","POP","TOT","MLN_PER","A","2012",314.1121,
"USA","POP","TOT","MLN_PER","A","2013",316.498,
"USA","POP","TOT","MLN_PER","A","2014",318.857,"B"
"BRA","POP","TOT","MLN_PER","A","1955",60.045,
"BRA","POP","TOT","MLN_PER","A","1956",61.861,
"BRA","POP","TOT","MLN_PER","A","1957",63.739,
"BRA","POP","TOT","MLN_PER","A","1958",65.675,
"BRA","POP","TOT","MLN_PER","A","1959",67.669,
"BRA","POP","TOT","MLN_PER","A","1960",69.717,
"BRA","POP","TOT","MLN_PER","A","1961",71.818,
"BRA","POP","TOT","MLN_PER","A","1962",73.969,
"BRA","POP","TOT","MLN_PER","A","1963",76.169,
"BRA","POP","TOT","MLN_PER","A","1964",78.414,
"BRA","POP","TOT","MLN_PER","A","1965",80.703,
"BRA","POP","TOT","MLN_PER","A","1966",83.033,
"BRA","POP","TOT","MLN_PER","A","1967",85.402,
"BRA","POP","TOT","MLN_PER","A","1968",87.807,
"BRA","POP","TOT","MLN_PER","A","1969",90.246,
"BRA","POP","TOT","MLN_PER","A","1970",92.716,
"BRA","POP","TOT","MLN_PER","A","1971",95.215,
"BRA","POP","TOT","MLN_PER","A","1972",97.741,
"BRA","POP","TOT","MLN_PER","A","1973",100.291,
"BRA","POP","TOT","MLN_PER","A","1974",102.861,
"BRA","POP","TOT","MLN_PER","A","1975",105.45,
"BRA","POP","TOT","MLN_PER","A","1976",108.054,
"BRA","POP","TOT","MLN_PER","A","1977",110.671,
"BRA","POP","TOT","MLN_PER","A","1978",113.297,
"BRA","POP","TOT","MLN_PER","A","1979",115.929,
"BRA","POP","TOT","MLN_PER","A","1980",118.5625,
"BRA","POP","TOT","MLN_PER","A","1981",121.3813,
"BRA","POP","TOT","MLN_PER","A","1982",124.2508,
"BRA","POP","TOT","MLN_PER","A","1983",127.1404,
"BRA","POP","TOT","MLN_PER","A","1984",130.0825,
"BRA","POP","TOT","MLN_PER","A","1985",132.9993,
"BRA","POP","TOT","MLN_PER","A","1986",135.8143,
"BRA","POP","TOT","MLN_PER","A","1987",138.5859,
"BRA","POP","TOT","MLN_PER","A","1988",141.313,
"BRA","POP","TOT","MLN_PER","A","1989",143.9973,
"BRA","POP","TOT","MLN_PER","A","1990",146.5926,
"BRA","POP","TOT","MLN_PER","A","1991",149.0943,
"BRA","POP","TOT","MLN_PER","A","1992",151.5468,
"BRA","POP","TOT","MLN_PER","A","1993",153.9856,
"BRA","POP","TOT","MLN_PER","A","1994",156.431,
"BRA","POP","TOT","MLN_PER","A","1995",158.875,
"BRA","POP","TOT","MLN_PER","A","1996",161.3232,
"BRA","POP","TOT","MLN_PER","A","1997",163.7798,
"BRA","POP","TOT","MLN_PER","A","1998",166.2521,
"BRA","POP","TOT","MLN_PER","A","1999",168.7535,
"BRA","POP","TOT","MLN_PER","A","2000",171.2799,
"BRA","POP","TOT","MLN_PER","A","2001",172.7424,
"BRA","POP","TOT","MLN_PER","A","2002",175.0766,
"BRA","POP","TOT","MLN_PER","A","2003",177.3603,"B"
"BRA","POP","TOT","MLN_PER","A","2004",183.4393,
"BRA","POP","TOT","MLN_PER","A","2005",185.6514,
"BRA","POP","TOT","MLN_PER","A","2006",187.8518,
"BRA","POP","TOT","MLN_PER","A","2007",189.9539,
"BRA","POP","TOT","MLN_PER","A","2008",191.9998,
"BRA","POP","TOT","MLN_PER","A","2009",193.9951,
"BRA","POP","TOT","MLN_PER","A","2010",193.2526,
"BRA","POP","TOT","MLN_PER","A","2011",197.8253,
